Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
818 Elysian Fields Ave A,818 Elysian Fields Ave A,Short Term Rental Commercial Owner,1,2,09/24/2025 11:59:00 PM,"(29.9660000397596, -90.0569170922168)",3684989.16,535378.94
8512 Freret St,8512 Freret St,Short Term Rental Commercial Owner,2,4,08/18/2025 11:59:00 PM,"(29.948838379893, -90.1350454746577)",3660317.31,528871.16
711 S Peters St Apt 211,711 S Peters St Apt 211,Short Term Rental Commercial Owner,2,4,09/25/2025 11:59:00 PM,"(29.9458727961444, -90.0662003176721)",3682130.84,528027.31
711 S Peters St Apt 103,711 S Peters St Apt 103,Short Term Rental Commercial Owner,4,8,09/25/2025 11:59:00 PM,"(29.9459200822709, -90.0660475466871)",3682179.03,528045.04
3029 Lafitte Ave,3029 Lafitte Ave,Short Term Rental Commercial Owner,2,4,09/26/2025 11:59:00 PM,"(29.9715009274964, -90.0880197720611)",3675119.67,537270.91
711 S Peters St Apt 101,711 S Peters St Apt 101,Short Term Rental Commercial Owner,2,4,09/25/2025 11:59:00 PM,"(29.94591820656, -90.0659955628554)",3682195.5,528044.54
711 S Peters St Apt 102,711 S Peters St Apt 102,Short Term Rental Commercial Owner,1,2,09/25/2025 11:59:00 PM,"(29.9459198243832, -90.0660207724941)",3682187.51,528045.04
711 S Peters St Apt 206,711 S Peters St Apt 206,Short Term Rental Commercial Owner,2,4,09/25/2025 11:59:00 PM,"(29.9458731687105, -90.0660962345299)",3682163.8,528027.81
605 S Genois St,605 S Genois St,Short Term Rental Commercial Owner,5,10,10/16/2025 11:59:00 PM,"(29.9669761110539, -90.1000579383123)",3671326.05,535584.29
5033 Freret St Apt 2A,5033 Freret St Apt 2A,Short Term Rental Commercial Owner,5,10,10/16/2025 11:59:00 PM,"(29.9350826353824, -90.1089220734276)",3668643.43,523956.51
5926 Saint Claude Ave,5926 Saint Claude Ave,Short Term Rental Commercial Owner,2,4,10/16/2025 11:59:00 PM,"(29.9601585641138, -90.0123873531431)",3699112.63,533414.57
1012 Elysian Fields Ave Apt 3,1012 Elysian Fields Ave Apt 3,Short Term Rental Commercial Owner,1,2,10/15/2025 11:59:00 PM,"(29.9678529075064, -90.057172685464)",3684900.73,536051.81
1327 Fats Domino Ave A,1327 Fats Domino Ave A,Short Term Rental Commercial Owner,3,6,10/13/2025 11:59:00 PM,"(29.9638599933318, -90.0147866959804)",3698337.42,534751.79
"1724 Martin Luther King, Jr Blvd","1724 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,5,10,10/13/2025 11:59:00 PM,"(29.9400305613727, -90.0774204609705)",3678600.88,525863.74
4620 Dryades St Apt A,4620 Dryades St Apt A,Short Term Rental Commercial Owner,4,8,10/16/2025 11:59:00 PM,"(29.9291183637873, -90.1053432100998)",3669800.17,521799.81
1014 Canal St Apt 403,1014 Canal St Apt 403,Short Term Rental Commercial Owner,2,4,08/18/2025 11:59:00 PM,"(29.9549479361508, -90.0724906726372)",3680102.47,531305.39
928 John Churchill Chase St,928 John Churchill Chase St,Short Term Rental Commercial Owner,4,8,08/18/2025 11:59:00 PM,"(29.9406938618497, -90.0687618395514)",3681340.43,526135.1
4111 Saint Claude Ave,4111 Saint Claude Ave,Short Term Rental Commercial Owner,4,8,08/21/2025 11:59:00 PM,"(29.9657150250076, -90.0340035704127)",3692245.21,535356.84
1014 Canal St Apt 303,1014 Canal St Apt 303,Short Term Rental Commercial Owner,2,4,08/18/2025 11:59:00 PM,"(29.9549911989771, -90.072448187646)",3680115.75,531321.27
1301 Carondelet St,1301 Carondelet St,Short Term Rental Commercial Owner,,,08/18/2025 11:59:00 PM,"(29.9412121870865, -90.0759095659351)",3679074.67,526298.67
339 Carondelet St Apt 2A,339 Carondelet St Apt 2A,Short Term Rental Commercial Owner,1,2,08/20/2025 11:59:00 PM,"(29.9510449871966, -90.0716310880527)",3680390.29,529889.13
3838 Bienville Ave,3838 Bienville Ave,Short Term Rental Commercial Owner,2,4,08/07/2025 11:59:00 PM,"(29.9746285871642, -90.0970614171539)",3672244.78,538377.25
1014 Canal St Apt 302,1014 Canal St Apt 302,Short Term Rental Commercial Owner,1,2,08/18/2025 11:59:00 PM,"(29.9550061134558, -90.0724348302922)",3680119.92,531326.74
2604 Banks St,2604 Banks St,Short Term Rental Commercial Owner,5,10,08/21/2025 11:59:00 PM,"(29.9619339835668, -90.0885413178765)",3674992.34,533790.21
1014 Canal St Apt 401,1014 Canal St Apt 401,Short Term Rental Commercial Owner,2,4,08/18/2025 11:59:00 PM,"(29.9549777418179, -90.0724615265804)",3680111.58,531316.33
1333 Carondelet St,1333 Carondelet St,Short Term Rental Commercial Owner,5,10,08/18/2025 11:59:00 PM,"(29.9406750762585, -90.0763029441859)",3678952.23,526101.99
900 Bartholomew St Unit 217,900 Bartholomew St Unit 217,Short Term Rental Commercial Owner,2,4,08/17/2025 11:59:00 PM,"(29.9637638040799, -90.036391448944)",3691497.19,534638.74
1900 Cadiz St Apt 2A,1900 Cadiz St Apt 2A,Short Term Rental Commercial Owner,3,6,12/19/2025 11:59:00 PM,"(29.9294729235652, -90.1048957994517)",3669940.5,521930.26
1014 Canal St Apt 301,1014 Canal St Apt 301,Short Term Rental Commercial Owner,2,4,08/18/2025 11:59:00 PM,"(29.9550217116796, -90.0724182115473)",3680125.12,531332.47
2759 Conti St,2759 Conti St,Short Term Rental Commercial Owner,3,6,08/22/2025 11:59:00 PM,"(29.9690181411726, -90.0863190193314)",3675667.96,536373.93
2007 Orleans Ave,2007 Orleans Ave,Short Term Rental Commercial Owner,3,6,08/21/2025 11:59:00 PM,"(29.9663949603389, -90.0759612637438)",3678957.81,535455.88
1931 Sophie Wright Pl,1931 Sophie Wright Pl,Short Term Rental Commercial Owner,2,4,08/22/2025 11:59:00 PM,"(29.9314884958694, -90.0746683903054)",3679506.59,522767.1
1014 Canal St Apt 402,1014 Canal St Apt 402,Short Term Rental Commercial Owner,1,2,08/18/2025 11:59:00 PM,"(29.9549635498127, -90.0724756642981)",3680107.16,531311.12
1900 Cadiz St Apt 2B,1900 Cadiz St Apt 2B,Short Term Rental Commercial Owner,1,2,12/19/2025 11:59:00 PM,"(29.9295146582403, -90.104900589849)",3669938.82,521945.42
737 Eleonore St,737 Eleonore St,Short Term Rental Commercial Owner,5,10,08/22/2025 11:59:00 PM,"(29.9216093320788, -90.1197978259271)",3665250.75,519020.47
1609 Baronne St Apt 301,1609 Baronne St Apt 301,Short Term Rental Commercial Owner,4,8,08/20/2025 11:59:00 PM,"(29.9396614816178, -90.0788931624905)",3678135.94,525724.42
1613 Baronne St Apt 201,1613 Baronne St Apt 201,Short Term Rental Commercial Owner,4,8,08/20/2025 11:59:00 PM,"(29.9395748363088, -90.0788996825574)",3678134.22,525692.89
1329 Carondelet St,1329 Carondelet St,Short Term Rental Commercial Owner,5,10,08/18/2025 11:59:00 PM,"(29.9407565667975, -90.076243345091)",3678970.78,526131.83
4611 Dryades St,4611 Dryades St,Short Term Rental Commercial Owner,4,8,12/22/2025 11:59:00 PM,"(29.929383596347, -90.1050893925098)",3669879.53,521897.12
2718 Magazine St,2718 Magazine St,Short Term Rental Commercial Owner,2,4,12/18/2025 11:59:00 PM,"(29.9262919849937, -90.0819877597308)",3677208.96,520852.07
1207 Carondelet St Unit D,1207 Carondelet St Unit D,Short Term Rental Commercial Owner,1,2,12/26/2025 11:59:00 PM,"(29.9419573191623, -90.0753104020102)",3679261.45,526571.71
1109 Governor Nichols (1D),1109 Governor Nichols (1D),Short Term Rental Commercial Owner,2,4,12/26/2025 11:59:00 PM,"(29.9648722080087, -90.0650085815097)",3682431.77,534940.37
4226 S Carrollton Ave,4226 S Carrollton Ave,Short Term Rental Commercial Owner,2,4,12/22/2025 11:59:00 PM,"(29.9700767535818, -90.1049841611838)",3669754.23,536695.05
517 Port Street (2A),517 Port Street (2A),Short Term Rental Commercial Owner,1,2,12/18/2025 11:59:00 PM,"(29.9633860900035, -90.0507036831149)",3686967.09,534450.38
,,Short Term Rental Commercial Owner,1,2,12/22/2025 11:59:00 PM,"(29.9503037613406, -90.068787367395)",3681293.78,529629.52
,,Short Term Rental Commercial Owner,4,8,12/22/2025 11:59:00 PM,"(30.1455307885238, -89.7447689723239)",3782914.84,601897.24
816 Nashville Ave Unit P,816 Nashville Ave Unit P,Short Term Rental Commercial Owner,1,2,12/25/2025 11:59:00 PM,"(29.9220441085742, -90.1192139658556)",3665434.02,519180.53
326 Camp St Apt 403,326 Camp St Apt 403,Short Term Rental Commercial Owner,2,4,12/22/2025 11:59:00 PM,"(29.9502827319977, -90.0687910759593)",3681292.69,529621.86
1109 Governor Nicholls St Apt 1B,1109 Governor Nicholls St Apt 1B,Short Term Rental Commercial Owner,5,10,12/26/2025 11:59:00 PM,"(29.9648814963305, -90.0650421311308)",3682421.11,534943.63
"1428 N Claiborne Ave, Unit B","1428 N Claiborne Ave, Unit B",Short Term Rental Commercial Owner,5,10,12/25/2025 11:59:00 PM,"(29.9697855193369, -90.0676775360076)",3681566.98,536717.69
,,Short Term Rental Commercial Owner,2,4,12/25/2025 11:59:00 PM,"(29.9724671084994, -90.0951285740487)",3672865.2,537597.86
4859 Tchoupitoulas St,4859 Tchoupitoulas St,Short Term Rental Commercial Owner,3,6,12/21/2025 11:59:00 PM,"(29.9167569885452, -90.1073837976022)",3669201.93,517297.84
3215 Canal St,3215 Canal St,Short Term Rental Commercial Owner,5,10,12/26/2025 11:59:00 PM,"(29.9691635972822, -90.0921175664003)",3673831.5,536406.89
2615 Marais St,2615 Marais St,Short Term Rental Commercial Owner,2,4,12/21/2025 11:59:00 PM,"(29.9698816969509, -90.0494379200535)",3687341.4,536816.91
"1428 N Claiborne Ave, Unit A","1428 N Claiborne Ave, Unit A",Short Term Rental Commercial Owner,5,10,12/25/2025 11:59:00 PM,"(29.9697855193369, -90.0676775360076)",3681566.98,536717.69
2535-2537 Orleans Ave,2535-2537 Orleans Ave,Short Term Rental Commercial Owner,4,8,12/25/2025 11:59:00 PM,"(29.9696685122302, -90.0808544493882)",3677395.52,536629.3
510 Upperline St,510 Upperline St,Short Term Rental Commercial Owner,4,8,12/22/2025 11:59:00 PM,"(29.9168938170886, -90.1083005219003)",3668911,517344.49
1727 Henriette Delille St,1727 Henriette Delille St,Short Term Rental Commercial Owner,4,8,12/21/2025 11:59:00 PM,"(29.9683726255635, -90.061968339967)",3683380.26,536223.92
512 S Salcedo St,512 S Salcedo St,Short Term Rental Commercial Owner,3,4,12/23/2025 11:59:00 PM,"(29.9643962123194, -90.0946177025817)",3673058.67,534664.72
,,Short Term Rental Commercial Owner,2,4,07/25/2025 11:59:00 PM,"(29.9724146138982, -90.0494160300382)",3687338.01,537738.05
1207 Carondelet St Unit B,1207 Carondelet St Unit B,Short Term Rental Commercial Owner,1,2,12/26/2025 11:59:00 PM,"(29.9419760983104, -90.075295671924)",3679266.04,526578.59
,,Short Term Rental Commercial Owner,2,4,12/26/2025 11:59:00 PM,"(29.9648594338957, -90.0649871409917)",3682438.61,534935.8
900 Bartholomew St Unit 305,900 Bartholomew St Unit 305,Short Term Rental Commercial Owner,2,4,12/23/2025 11:59:00 PM,"(29.9636692571291, -90.0361373617165)",3691578.03,534605.27
1109 Governor Nichols St (1A),1109 Governor Nichols St (1A),Short Term Rental Commercial Owner,5,10,12/26/2025 11:59:00 PM,"(29.9648385240119, -90.0650032299931)",3682433.6,534928.14
510 N Lopez St,510 N Lopez St,Short Term Rental Commercial Owner,2,4,12/20/2025 11:59:00 PM,"(29.9721567376458, -90.0887342605973)",3674890.87,537506.93
326 Camp St Apt 304,326 Camp St Apt 304,Short Term Rental Commercial Owner,2,4,12/26/2025 11:59:00 PM,"(29.9503011672488, -90.0687349166675)",3681310.4,529628.76
606 Iberville St Apt 3A,606 Iberville St Apt 3A,Short Term Rental Commercial Owner,2,4,10/17/2025 11:59:00 PM,"(29.9535376984007, -90.0676685080303)",3681635.1,530809.41
2317 Gravier St,2317 Gravier St,Short Term Rental Commercial Owner,2,4,05/10/2025 11:59:00 PM,"(29.9588130149914, -90.0872012291817)",3675429,532659.92
2006 Oretha Castle Haley Blvd,2006 Oretha Castle Haley Blvd,Short Term Rental Commercial Owner,5,10,10/22/2025 11:59:00 PM,"(29.937902752819, -90.081463278477)",3677328.96,525075.98
3521 Chartres St,3521 Chartres St,Short Term Rental Commercial Owner,5,10,10/21/2025 11:59:00 PM,"(29.9614104641644, -90.040435441391)",3690226.41,533768.51
3034 Dauphine St,3034 Dauphine St,Short Term Rental Commercial Owner,5,10,10/22/2025 11:59:00 PM,"(29.9645777699659, -90.0460956027748)",3688421.27,534900.08
1806 Hastings Pl,1806 Hastings Pl,Short Term Rental Commercial Owner,1,2,09/19/2025 11:59:00 PM,"(29.9319394540461, -90.0730697628033)",3680011.12,522936.65
108 Royal St Apt 201,108 Royal St Apt 201,Short Term Rental Commercial Owner,2,4,10/23/2025 11:59:00 PM,"(29.9534879838472, -90.0686901383988)",3681311.79,530787.76
2105 Chartres St,2105 Chartres St,Short Term Rental Commercial Owner,4,8,10/20/2025 11:59:00 PM,"(29.9636428348132, -90.0575418907047)",3684800.88,534519.57
2008 Oretha Castle Haley Blvd,2008 Oretha Castle Haley Blvd,Short Term Rental Commercial Owner,5,10,10/22/2025 11:59:00 PM,"(29.9378523622051, -90.0815401948254)",3677304.8,525057.39
705 Camp St Apt 301,705 Camp St Apt 301,Short Term Rental Commercial Owner,1,2,10/20/2025 11:59:00 PM,"(29.9469704647198, -90.0702708378198)",3680837.37,528412.23
8120 Jeannette St,8120 Jeannette St,Short Term Rental Commercial Owner,1,2,10/24/2025 11:59:00 PM,"(29.9497416421647, -90.1280336736565)",3662534.33,529222.91
731 Saint Charles Ave Unit 504,731 Saint Charles Ave Unit 504,Short Term Rental Commercial Owner,2,4,10/24/2025 11:59:00 PM,"(29.9466361080364, -90.0718232158063)",3680347.1,528285.23
2036 Magazine St Apt 201,2036 Magazine St Apt 201,Short Term Rental Commercial Owner,1,2,08/14/2025 11:59:00 PM,"(29.930427931871, -90.0752953725142)",3679312.24,522379.26
3029 Saint Claude Ave,3029 Saint Claude Ave,Short Term Rental Commercial Owner,5,10,07/31/2025 11:59:00 PM,"(29.9680952936953, -90.0451177234917)",3688716.51,536182.66
1212 S Rampart St,1212 S Rampart St,Short Term Rental Commercial Owner,4,8,10/22/2025 11:59:00 PM,"(29.9435768753863, -90.0784924033028)",3678247.27,527149.59
608 Iberville St Apt 3A,608 Iberville St Apt 3A,Short Term Rental Commercial Owner,2,4,10/17/2025 11:59:00 PM,"(29.9535684945401, -90.0677281502548)",3681616.09,530820.4
705 Camp St Apt 403,705 Camp St Apt 403,Short Term Rental Commercial Owner,3,6,10/20/2025 11:59:00 PM,"(29.9469929394746, -90.0703747276164)",3680804.38,528420.04
8122 Jeannette St,8122 Jeannette St,Short Term Rental Commercial Owner,1,2,10/24/2025 11:59:00 PM,"(29.9497652996354, -90.1280615241081)",3662525.42,529231.42
1828 St Andrew St,1828 St Andrew St,Short Term Rental Commercial Owner,5,10,10/22/2025 11:59:00 PM,"(29.937818935391, -90.0812468125182)",3677397.85,525046.25
705 Camp St Apt 303,705 Camp St Apt 303,Short Term Rental Commercial Owner,3,6,10/21/2025 11:59:00 PM,"(29.9469791658913, -90.0703063787111)",3680826.08,528415.27
1806 Hastings Pl Apt A,1806 Hastings Pl Apt A,Short Term Rental Commercial Owner,1,2,09/19/2025 11:59:00 PM,"(29.931926756878, -90.0730303940478)",3680023.64,522932.17
4505 Dryades St,4505 Dryades St,Short Term Rental Commercial Owner,5,10,10/22/2025 11:59:00 PM,"(29.9294911436953, -90.1039053859994)",3670254.13,521940.25
108 Royal St Apt 401,108 Royal St Apt 401,Short Term Rental Commercial Owner,3,6,10/23/2025 11:59:00 PM,"(29.9534631851926, -90.068653599328)",3681323.46,530778.87
705 Camp St Apt 401,705 Camp St Apt 401,Short Term Rental Commercial Owner,1,2,10/21/2025 11:59:00 PM,"(29.9469817948089, -90.0703310074845)",3680818.27,528416.14
606 Iberville St Apt 2A,606 Iberville St Apt 2A,Short Term Rental Commercial Owner,2,4,10/17/2025 11:59:00 PM,"(29.9535601821862, -90.0676501908767)",3681640.81,530817.65
705 Camp St Apt 302,705 Camp St Apt 302,Short Term Rental Commercial Owner,2,4,10/21/2025 11:59:00 PM,"(29.9469730542421, -90.0702913620107)",3680830.86,528413.1
108 Royal St Apt 301,108 Royal St Apt 301,Short Term Rental Commercial Owner,3,6,10/23/2025 11:59:00 PM,"(29.9534763683266, -90.0686718747167)",3681317.62,530783.6
627 S Tonti St,627 S Tonti St,Short Term Rental Commercial Owner,5,10,07/31/2025 11:59:00 PM,"(29.9585691438404, -90.0883921995429)",3675052.85,532567.14
339 Carondelet St Apt 4B,339 Carondelet St Apt 4B,Short Term Rental Commercial Owner,1,2,10/23/2025 11:59:00 PM,"(29.9511149813526, -90.071620318848)",3680393.42,529914.62
608 Iberville St Apt 2A,608 Iberville St Apt 2A,Short Term Rental Commercial Owner,2,4,10/17/2025 11:59:00 PM,"(29.9535891289555, -90.067700540577)",3681624.75,530828
2319 Gravier St,2319 Gravier St,Short Term Rental Commercial Owner,2,4,05/10/2025 11:59:00 PM,"(29.9588350886875, -90.0872351559651)",3675418.17,532667.83
2012 Oretha Castle Haley Blvd,2012 Oretha Castle Haley Blvd,Short Term Rental Commercial Owner,5,10,10/22/2025 11:59:00 PM,"(29.9378090915791, -90.0816081809074)",3677283.44,525041.42
2036 Magazine St Apt 202,2036 Magazine St Apt 202,Short Term Rental Commercial Owner,3,6,08/14/2025 11:59:00 PM,"(29.9304079415996, -90.0752783544609)",3679317.71,522372.05
705 Camp St Apt 402,705 Camp St Apt 402,Short Term Rental Commercial Owner,2,4,10/21/2025 11:59:00 PM,"(29.9469891542741, -90.0703528291414)",3680811.33,528418.74
2202 Royal St,2202 Royal St,Short Term Rental Commercial Owner,5,10,10/21/2025 11:59:00 PM,"(29.9645435754706, -90.0560826021892)",3685259.28,534852.26
1812 N Claiborne Ave,1812 N Claiborne Ave,Short Term Rental Commercial Owner,4,8,12/03/2025 11:59:00 PM,"(29.9728182089024, -90.0615045453707)",3683509.16,537842.13
2720 Saint Claude Ave,2720 Saint Claude Ave,Short Term Rental Commercial Owner,3,6,12/03/2025 11:59:00 PM,"(29.9684875145138, -90.0486584189934)",3687593.88,536312.7
3663 Tchoupitoulas St,3663 Tchoupitoulas St,Short Term Rental Commercial Owner,2,4,12/03/2025 11:59:00 PM,"(29.9179985596601, -90.0918969398859)",3674102.93,517802.14
1039 Louisa St,1039 Louisa St,Short Term Rental Commercial Owner,5,10,12/04/2025 11:59:00 PM,"(29.9668101461206, -90.0423964685928)",3689583.36,535725.03
1308 Baronne St,1308 Baronne St,Short Term Rental Commercial Owner,,,12/05/2025 11:59:00 PM,"(29.941587300334, -90.0769501247162)",3678743.63,526431.46
339 Carondelet St Apt 3C,339 Carondelet St Apt 3C,Short Term Rental Commercial Owner,1,2,12/05/2025 11:59:00 PM,"(29.9510930746281, -90.0716644588318)",3680379.53,529906.5
1835 Elysian Fields Ave,1835 Elysian Fields Ave,Short Term Rental Commercial Owner,5,10,12/03/2025 11:59:00 PM,"(29.9764248601843, -90.0570796746566)",3684895.46,539169.22
505 Frenchmen St Apt 201,505 Frenchmen St Apt 201,Short Term Rental Commercial Owner,3,6,12/05/2025 11:59:00 PM,"(29.9627928873838, -90.0575838047164)",3684791.05,534210.35
1085 John Churchill Chase St Apt 201,1085 John Churchill Chase St Apt 201,Short Term Rental Commercial Owner,1,2,12/01/2025 11:59:00 PM,"(29.9411649476944, -90.0700482313766)",3680931.14,526301.91
1738 Henriette Delille St Apt 2C,1738 Henriette Delille St Apt 2C,Short Term Rental Commercial Owner,1,2,12/05/2025 11:59:00 PM,"(29.9679949511468, -90.0623707663303)",3683254.37,536085.17
1734 Clio St,1734 Clio St,Short Term Rental Commercial Owner,3,6,12/04/2025 11:59:00 PM,"(29.9424108632503, -90.0759361425888)",3679061.47,526734.46
1324 Baronne St,1324 Baronne St,Short Term Rental Commercial Owner,,,12/05/2025 11:59:00 PM,"(29.9413165468743, -90.0771442823284)",3678683.22,526332.33
1030 Kerlerec St Apt 1,1030 Kerlerec St Apt 1,Short Term Rental Commercial Owner,2,4,12/02/2025 11:59:00 PM,"(29.9663743136608, -90.0626515035274)",3683172.02,535494.86
1738 Henriette Delille St Apt E,1738 Henriette Delille St Apt E,Short Term Rental Commercial Owner,1,2,12/05/2025 11:59:00 PM,"(29.9681115360793, -90.0623578476182)",3683257.99,536127.61
1915 Philip St,1915 Philip St,Short Term Rental Commercial Owner,3,6,12/03/2025 11:59:00 PM,"(29.9363970782107, -90.0844150873232)",3676400.06,524518.26
1661 N Claiborne Ave,1661 N Claiborne Ave,Short Term Rental Commercial Owner,5,10,12/03/2025 11:59:00 PM,"(29.9734581375657, -90.0640232298427)",3682709.17,538065.99
1320 Baronne St,1320 Baronne St,Short Term Rental Commercial Owner,,,12/05/2025 11:59:00 PM,"(29.9413919840409, -90.0770958112525)",3678698.27,526359.93
216 N Cortez St,216 N Cortez St,Short Term Rental Commercial Owner,2,4,12/03/2025 11:59:00 PM,"(29.9736398581834, -90.0964525649688)",3672441.42,538019.79
1621 Governor Nicholls St,1621 Governor Nicholls St,Short Term Rental Commercial Owner,2,4,12/05/2025 11:59:00 PM,"(29.9679962853446, -90.0691359251267)",3681112.42,536061.96
